gene_idx,count
580,4
581,5
582,4
583,4
584,5
585,14
586,8
587,6
588,9
589,5
590,1
591,7
592,3
593,7
594,7
595,9
596,6
597,2
598,7
599,5
600,7
601,4
602,3
603,10
604,2
605,5
606,7
607,8
608,5
609,10
610,12
611,13
612,4
613,12
614,3
615,8
616,2
617,8
618,6
619,6
620,6
621,7
622,1
623,5
624,4
625,8
626,1
627,11
628,12
629,7
630,19
631,3
632,4
633,7
634,2
635,1
636,4
637,4
638,6
639,8
640,7
641,2
642,2
643,5
644,7
645,6
646,1
647,7
648,3
649,5
650,6
651,9
652,11
653,9
654,8
655,2
656,5
657,9
658,6
659,3
660,8
661,6
662,6
663,7
664,4
665,11
666,2
667,5
668,10
669,4
670,4
671,8
672,5
673,12
674,7
675,7
676,8
677,5
678,10
679,3
680,2
681,6
682,8
683,5
684,7
685,7
686,5
687,4
688,12
689,2
690,3
691,6
692,3
693,9
694,5
695,2
696,2
697,6
698,5
699,4
700,5
701,5
702,3
703,12
704,6
705,1
706,5
707,6
708,7
709,3
710,8
711,6
712,8
713,4
714,5
715,10
716,2
717,2
718,3
719,8
720,8
721,9
722,6
723,5
724,8
725,3
726,5
727,8
728,4
729,6
730,8
731,3
732,6
733,3
734,7
735,6
736,10
737,6
738,6
739,10
740,4
741,7
742,6
743,4
744,9
745,1
746,9
747,7
748,2
749,10
750,10
751,3
752,10
753,8
754,4
755,3
756,4
757,4
758,3
759,11
760,8
761,7
762,2
763,3
764,3
765,8
766,8
767,5
768,6
769,9
770,3
771,2
772,8
773,3
774,4
775,10
776,6
777,4
778,4
779,4
780,7
781,12
782,2
783,8
784,11
785,3
786,4
787,7
788,7
789,12
790,4
791,12
792,12
793,5
794,9
795,9
796,4
797,7
798,3
799,15
800,8
801,5
802,10
803,5
804,4
805,7
806,5
807,6
808,8
809,6
810,7
811,10
812,3
813,1
814,12
815,6
816,5
817,3
818,2
819,10
820,6
821,2
822,5
823,8
824,6
825,6
826,5
827,6
828,8
829,6
830,10
831,8
832,5
833,7
834,9
835,11
836,9
837,1
838,5
839,7
840,5
841,1
842,6
843,5
844,5
845,7
846,10
847,6
848,8
849,7
850,7
851,4
852,9
853,4
854,7
855,8
856,10
857,7
858,3
859,6
860,13
861,3
862,5
863,10
864,7
865,4
866,7
867,3
868,3
869,12
870,5
871,8
872,5
873,7
874,9
875,7
876,5
877,6
878,7
879,8
880,4
881,7
882,2
883,7
884,5
885,5
886,3
887,6
888,3
889,8
890,3
891,7
892,10
893,6
894,3
895,5
896,6
897,3
898,3
899,7
900,5
901,5
902,9
903,8
904,7
905,12
906,3
907,11
908,2
909,8
910,4
911,2
912,6
913,10
914,8
915,10
916,5
917,2
918,3
919,8
920,4
921,12
922,3
923,11
924,5
925,6
926,11
927,4
928,7
929,6
930,9
931,5
932,2
933,7
934,2
935,11
936,2
937,9
938,5
939,8
940,7
941,5
942,10
943,3
944,5
945,7
946,2
947,7
948,6
949,5
950,8
951,3
952,5
953,2
954,4
955,3
956,9
957,4
958,5
959,6
961,6
962,8
963,6
964,9
965,8
966,6
967,3
968,5
969,6
970,8
972,4
973,5
974,6
976,6
977,2
978,7
979,6
980,5
981,6
982,10
983,1
984,10
985,11
986,8
987,3
988,5
989,9
990,6
991,9
992,2
993,6
994,5
995,3
996,8
997,7
998,3
999,1
1000,9
1001,6
1002,5
1003,5
1004,7
1005,5
1006,3
1007,8
1008,5
1009,7
1010,4
1011,5
1012,9
1013,11
1014,5
1015,5
1016,5
1017,3
1018,7
1019,7
1020,5
1021,4
1022,4
1023,10
1024,2
1025,3
1026,7
1027,4
1028,7
1029,7
1030,10
1031,7
1032,5
1033,4
1034,3
1035,4
1036,6
1037,4
1038,7
1039,9
1040,6
1041,5
1042,2
1043,3
1044,9
1045,3
1046,6
1047,6
1048,7
1049,6
1050,8
1051,3
1052,6
1053,5
1054,10
1055,4
1056,6
1057,8
1058,8
1059,4
1060,10
1061,7
1062,14
1063,7
1064,6
1065,3
1066,6
1067,7
1068,5
1069,7
1070,1
1071,5
1072,11
1073,5
1074,5
1075,1
1076,8
1077,6
1078,11
1079,7
1080,3
1081,5
1082,4
1083,2
1084,8
1085,9
1086,3
1087,8
1088,2
1089,7
1090,7
1091,5
1092,9
1093,12
1094,7
1095,3
1096,10
1097,7
1098,5
1099,5
1100,6
1101,5
1102,8
1103,4
1104,2
1105,11
1106,5
1107,3
1108,9
1109,9
1110,10
1111,9
1112,6
1113,13
1114,6
1115,11
1116,9
1117,4
1118,2
1119,3
1120,5
1121,8
1122,6
1124,2
1125,3
1126,3
1127,3
1128,11
1129,8
1130,7
1131,7
1132,7
1133,7
1134,5
1135,1
1136,19
1137,5
1138,9
1139,4
1140,4
1141,11
1142,7
1143,13
1144,9
1145,8
1146,3
1147,8
1148,4
1149,6
1150,4
1151,8
1152,8
1153,6
1154,3
1155,2
1156,4
1157,6
1158,6
1159,6
1160,4
1161,13
1162,11
1163,5
1164,6
1165,1
1166,9
1167,4
1168,9
1169,8
1170,2
1171,6
1172,4
1173,8
1174,6
1175,8
1176,5
1177,4
1178,3
1179,3
1180,12
1181,4
1182,9
1183,5
1184,9
1185,7
1186,4
1187,7
1188,3
1189,8
1190,6
1191,6
1192,11
1193,3
1194,7
1195,8
1196,4
1197,7
1198,9
1199,8
1200,5
1201,4
1202,9
1203,6
1204,7
1205,6
1206,3
1207,6
1208,5
1209,4
1210,9
1211,11
1212,11
1213,4
1214,6
1215,10
1216,6
1217,8
1218,6
1219,3
1220,5
1221,6
1222,7
1223,6
1224,9
1225,3
1226,8
1227,8
1228,4
1229,4
1230,7
1231,5
1232,5
1233,5
1234,4
1235,10
1236,5
1237,5
1238,6
1239,5
1240,5
1241,2
1242,3
1243,4
1244,8
1245,9
1246,6
1247,8
1248,6
1249,4
1250,3
1251,7
1252,7
1253,7
1254,6
1255,8
1256,2
1257,8
1258,5
1259,6
1260,12
1261,5
1262,7
1263,7
1264,2
1265,7
1266,7
1267,14
1268,9
1269,3
1270,10
1271,5
1272,7
1273,4
1274,11
1275,6
1276,3
1277,11
1278,4
1279,13
1280,7
1281,3
1282,6
1283,5
1284,6
1285,3
1286,10
1287,9
1288,8
1289,2
1290,6
1291,4
1292,5
1293,7
1294,5
1295,8
1296,5
1297,6
1298,7
1299,4
1300,9
1301,10
1302,11
1303,7
1304,8
1305,7
1306,5
1307,5
1308,7
1309,4
1310,3
1311,5
1312,8
1313,8
1314,3
1315,7
1316,2
1318,12
1319,6
1320,6
1321,6
1322,5
1323,10
1324,5
1325,5
1326,9
1327,4
1328,3
1329,7
1330,2
1331,5
1332,9
1333,4
1334,3
1335,3
1336,1
1337,7
1338,10
1339,6
1340,9
1341,3
1342,6
1343,6
1344,8
1345,7
1346,4
1347,10
1348,8
1349,7
1350,3
1351,10
1352,12
1353,5
1354,5
1355,10
1356,5
1357,6
1358,4
1359,7
1360,6
1361,8
1362,10
1363,6
1364,5
1365,11
1366,6
1367,2
1368,1
1369,3
1370,9
1371,2
1372,2
1373,6
1374,6
1375,4
1376,4
1377,9
1378,5
1379,11
1380,4
1381,5
1382,17
1383,11
1384,8
1385,5
1386,1
1387,2
1388,8
1389,8
1390,5
1391,6
1392,6
1393,7
1394,6
1395,2
1396,5
1397,12
1398,13
1399,7
1400,9
1401,7
1402,10
1403,2
1404,4
1405,12
1406,9
1407,12
1408,6
1409,11
1410,6
1411,6
1412,3
1413,10
1414,7
1415,9
1416,9
1417,3
1418,8
1419,6
1420,3
1421,5
1422,5
1423,8
1424,9
1425,11
1426,9
1427,7
1428,6
1429,5
1430,5
1431,8
1432,6
1433,12
1434,8
1435,5
1436,5
1437,8
1438,4
1439,2
1440,13
1441,2
1442,6
1443,5
1444,8
1445,2
1446,11
1447,4
1448,5
1449,8
1450,7
1451,4
1452,1
1453,8
1454,4
1455,5
1456,2
1457,6
1458,4
1459,3
1460,6
1461,4
1462,5
1463,5
1464,7
1465,10
1466,2
1467,5
1468,11
1469,7
1470,5
1471,4
1472,4
1473,8
1474,9
1475,4
1476,2
1477,5
1478,8
1479,11
1480,6
1481,5
1482,5
1483,9
1484,13
1485,7
1486,8
1487,4
1488,8
1489,1
1490,3
1491,10
1492,8
1493,9
1494,9
1495,9
1496,5
1497,4
1498,6
1499,6
1500,7
1501,2
1502,8
1504,6
1505,8
1506,5
1507,5
1508,4
1509,5
1510,9
1511,5
1512,5
1513,10
1514,3
1515,8
1516,2
1517,9
1518,9
1519,6
1520,3
1521,5
1522,7
1523,4
1524,6
1525,4
1526,2
1527,4
1528,8
1529,7
1530,13
1531,6
1532,6
1533,5
1534,7
1535,2
1536,3
1537,2
1538,12
1539,4
1540,8
1541,5
1542,11
1543,2
1544,4
1545,7
1546,7
1547,18
1548,8
1549,2
1551,5
1552,2
1553,4
1554,6
1556,3
1557,9
1558,5
1559,3
1560,3
1561,5
1562,7
1563,10
1564,5
1565,6
1566,9
1567,3
1568,3
1569,2
1570,9
1571,7
1572,5
1573,7
1574,7
1575,3
1576,11
1577,6
1578,7
1579,5
1580,5
1581,8
1582,5
1583,3
1584,9
1585,7
1586,10
1587,10
1588,11
1589,2
1590,6
1591,2
1592,8
1593,8
1594,9
1595,9
1596,5
1597,8
1598,7
1599,6
1600,10
1601,8
1602,4
1603,7
1604,2
1605,2
1606,3
1607,8
1608,7
1609,4
1610,13
1611,7
1612,11
1613,2
1614,3
1615,8
1616,7
1617,3
1618,6
1619,1
1620,3
1621,6
1622,7
1623,6
1624,6
1625,3
1626,4
1627,8
1628,1
1629,6
1630,7
1631,8
1632,1
1633,7
1634,2
1635,6
1636,9
1637,3
1638,5
1639,12
1640,4
1641,5
1642,5
1643,2
1644,5
1645,4
1646,3
1647,3
1648,3
1649,7
1650,7
1651,8
1652,9
1653,13
1654,4
1655,7
1656,2
1657,7
1658,5
1659,11
1660,5
1661,3
1662,4
1663,5
1664,5
1665,6
1666,8
1667,13
1668,6
1669,7
1670,8
1671,8
1672,8
1673,10
1674,9
1675,3
1676,8
1677,9
1678,5
1679,4
1680,5
1681,4
1682,5
1683,1
1684,8
1685,3
1686,11
1687,10
1688,7
1689,9
1690,5
1691,5
1692,3
1693,3
1694,5
1695,7
1696,2
1697,5
1698,6
1699,4
1700,5
1701,9
1702,4
1703,5
1704,5
1706,6
1707,6
1708,9
1709,6
1710,3
1711,4
1712,9
1713,8
1714,8
1715,3
1716,6
1717,11
1718,7
1719,7
1720,9
1721,4
1722,4
1723,4
1724,7
1725,10
1726,6
1727,4
1728,5
1729,5
1730,6
1731,9
1732,16
1733,5
1734,11
1735,8
1736,13
1737,7
1738,6
1739,4
1740,8
1741,5
1742,7
1743,5
1744,10
1745,3
1746,5
1747,3
1748,5
1749,7
1750,12
1751,6
1752,11
1753,3
1754,4
1755,7
1756,7
1757,10
1758,5
1759,6
1760,7
1761,7
1762,4
1763,5
1764,6
1765,8
1766,6
1767,6
1768,12
1769,3
1770,8
1771,7
1772,7
1773,8
1774,6
1775,6
1776,7
1777,4
1778,7
1779,7
1780,4
1781,6
1782,6
1783,5
1784,4
1785,4
1786,3
1787,8
1788,7
1789,5
1790,7
1791,6
1792,5
1793,2
1794,8
1795,8
1796,8
1797,5
1798,4
1799,9
1800,5
1801,7
1802,4
1803,4
1804,8
1805,9
1806,4
1807,8
1808,5
1809,8
1810,6
1811,7
1812,9
1813,7
1814,11
1815,11
1816,7
1817,10
1818,8
1819,9
1820,9
1821,7
1822,6
1823,5
1824,2
1825,11
1826,10
1827,6
1828,7
1829,9
1830,2
1831,9
1832,3
1833,6
1834,14
1835,8
1836,5
1837,8
1838,8
1839,10
1840,5
1841,8
1842,6
1843,6
1844,9
1845,8
1846,8
1847,7
1848,7
1849,8
1850,9
1851,8
1852,2
1853,10
1854,3
1855,5
1856,7
1857,3
1858,8
1859,8
1860,5
1861,7
1862,4
1863,5
1864,6
1865,4
1866,4
1867,10
1868,6
1869,2
1870,3
1871,6
1872,7
1873,4
1874,15
1875,3
1876,3
1877,2
1878,6
1879,3
1880,8
1881,7
1882,5
1883,1
1884,3
1885,7
1886,6
1887,6
1888,5
1889,5
1890,8
1891,8
1892,6
1893,7
1894,4
1895,2
1896,7
1897,8
1898,9
1899,2
1900,9
1901,6
1902,1
1903,9
1904,7
1905,13
1906,9
1907,3
1908,4
1909,3
1910,2
1911,5
1912,3
1913,3
1914,2
1915,8
1916,8
1917,6
1918,9
1919,6
1920,1
1921,4
1922,10
1923,2
1924,5
1925,8
1926,12
1927,3
1928,5
1929,11
1930,6
1931,18
1932,13
1933,4
1934,2
1935,5
1936,9
1937,10
1938,9
1939,9
1940,6
1941,5
1942,9
1943,4
1944,6
1945,2
1946,7
1947,3
1948,7
1949,6
1950,5
1951,6
1952,12
1953,6
1954,1
1955,3
1957,5
1958,7
1959,5
1960,1
1961,2
1962,4
1963,3
1964,7
1965,8
1966,3
1967,5
1968,6
1969,9
1970,4
1971,2
1972,5
1973,5
1974,1
1975,2
1976,6
1977,4
1978,2
1979,3
1980,6
1981,3
1982,4
1983,6
1984,5
1985,5
1986,13
1987,5
1988,13
1989,7
1990,5
1991,4
1992,6
1993,11
1994,7
1995,5
1996,4
1997,4
1998,6
1999,8
